"DIBSPW_LABEL_1","Du har valt att betala f&#246;r ordern via internet. N&#228;r din order &#228;r avslutad kommer du bli skickad till DIBS betalningssystem. D&#228;r kommer du att beh&#246;va behandla din betalning. N&#228;r betalningen &#228;r genomf&#246;rd kommer du automatiskt att skickad tillbaka till v&#229;r butik."
"DIBSPW_LABEL_2","Du kan betala med f&#246;ljande betal/kreditkort:"
"DIBSPW_LABEL_3","Ordern har blivit mottagen och betalningen bearbetas av DIBS betalningssystem (www.dibs.se)"
"DIBSPW_LABEL_4","Ordernummer"
"DIBSPW_LABEL_5","Belopp"
"DIBSPW_LABEL_6","Du kommer nu att skickas till betalningssystemet"
"DIBSPW_LABEL_7","DIBS Betalningsinformation"
"DIBSPW_LABEL_8","TransaktionsID"
"DIBSPW_LABEL_9","Belopp"
"DIBSPW_LABEL_10","Valutakod"
"DIBSPW_LABEL_11","Avgift"
"DIBSPW_LABEL_12","Betals&#228;tt"
"DIBSPW_LABEL_13","Kortnummer"
"DIBSPW_LABEL_14","Utg&#229;ngsdatum"
"DIBSPW_LABEL_15","Land"
"DIBSPW_LABEL_16","Inl&#246;sare"
"DIBSPW_LABEL_17","3-D Secure"
"DIBSPW_LABEL_18","You can go to DIBS administration to manage this payment, or you can caputre, refud cancel order from Magento admin"
"DIBSPW_LABEL_19","Det finns ingen registrerad betalning f&#246;r denna order &#228;nnu"
"DIBSPW_LABEL_20","Kunden har avbrutit betalningsprocessen - DIBS Payment Services (www.dibs.se)"
"DIBSPW_LABEL_21","'Callback' mottagen fr&#229;n DIBS Payment Services (www.dibs.se)"
"DIBSPW_LABEL_22","Kunden har kommit tillbaka till butiken fr&#229;n DIBS Payment Services (www.dibs.se)"
"DIBSPW_LABEL_23","Empty or expired order data. Please try to checkout again."
"DIBSPW_LABEL_24","You will be redirected to DIBS in a few seconds..."
"DIBSPW_LABEL_25","Notice"
"DIBSPW_LABEL_26","Manage transaction"
"DIBSPW_LABEL_27","'Callback' received from DIBS Payment Services with status 'PENDING'"
"DIBSPW_LABEL_28","'Callback' received from DIBS Payment Services with status 'ACCEPTED'"
"DIBSPW_LABEL_29","'Callback' received from DIBS Payment Services with status 'DECLINED'"
"dibspw_txt_err_0",      "Error has occurred during payment verification"
"dibspw_txt_err_1",      "No orderid was returned from DIBS payment gateway."
"dibspw_txt_err_2",      "Unknown orderid was returned from DIBS payment gateway."
"dibspw_txt_err_3",      "No amount was returned from DIBS payment gateway."
"dibspw_txt_err_4",      "The amount received from DIBS payment gateway differs from original order amount."
"dibspw_txt_err_5",      "No currency type was returned from DIBS payment gateway."
"dibspw_txt_err_6",      "The currency type received from DIBS payment gateway differs from original order currency type."
"dibspw_txt_err_7",      "The fingerprint key does not match."
"dibspw_txt_msg_toshop", "Return to shop"
"dibspw_txt_msg_errcode", "Error code:"
"dibspw_txt_msg_errmsg",  "Error message:"
"dibspw_txt_msg_discount_total", "Discount Total"
"dibspw_txt_msg_shipping_total", "Shipping Total"
"dibspw_txt_msg_tax_total",      "Tax Total"
